"Proteins Unique Sequence ID"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Contaminant"	"Coverage in Percent"	"Number of Unique Peptides"	"MW in kDa"	"Abundances Grouped buffer16 Control"	"Abundances Grouped buffer16 Sample"	"Abundances Grouped buffer19 Control"	"Abundances Grouped buffer19 Sample"	"Abundances Grouped buffer2 Control"	"Abundances Grouped buffer2 Sample"	"Abundances Grouped buffer25 Control"	"Abundances Grouped buffer25 Sample"	"Abundances Grouped buffer29 Control"	"Abundances Grouped buffer29 Sample"	"Abundances Grouped buffer3 Control"	"Abundances Grouped buffer3 Sample"	"Abundance F9 Heavy Control a buffer16"	"Abundance F10 Heavy Control b buffer16"	"Abundance F11 Heavy Control c buffer16"	"Abundance F12 Heavy Control d buffer16"	"Abundance F9 Light Sample a buffer16"	"Abundance F10 Light Sample b buffer16"	"Abundance F11 Light Sample c buffer16"	"Abundance F12 Light Sample d buffer16"	"Abundance F13 Heavy Control a buffer19"	"Abundance F14 Heavy Control b buffer19"	"Abundance F15 Heavy Control c buffer19"	"Abundance F16 Heavy Control d buffer19"	"Abundance F13 Light Sample a buffer19"	"Abundance F14 Light Sample b buffer19"	"Abundance F15 Light Sample c buffer19"	"Abundance F16 Light Sample d buffer19"	"Abundance F1 Heavy Control a buffer2"	"Abundance F2 Heavy Control b buffer2"	"Abundance F3 Heavy Control c buffer2"	"Abundance F4 Heavy Control d buffer2"	"Abundance F1 Light Sample a buffer2"	"Abundance F2 Light Sample b buffer2"	"Abundance F3 Light Sample c buffer2"	"Abundance F4 Light Sample d buffer2"	"Abundance F17 Heavy Control a buffer25"	"Abundance F18 Heavy Control b buffer25"	"Abundance F19 Heavy Control c buffer25"	"Abundance F20 Heavy Control d buffer25"	"Abundance F17 Light Sample a buffer25"	"Abundance F18 Light Sample b buffer25"	"Abundance F19 Light Sample c buffer25"	"Abundance F20 Light Sample d buffer25"	"Abundance F21 Heavy Control a buffer29"	"Abundance F22 Heavy Control b buffer29"	"Abundance F23 Heavy Control c buffer29"	"Abundance F24 Heavy Control d buffer29"	"Abundance F21 Light Sample a buffer29"	"Abundance F22 Light Sample b buffer29"	"Abundance F23 Light Sample c buffer29"	"Abundance F24 Light Sample d buffer29"	"Abundance F5 Heavy Control a buffer3"	"Abundance F6 Heavy Control b buffer3"	"Abundance F7 Heavy Control c buffer3"	"Abundance F8 Heavy Control d buffer3"	"Abundance F5 Light Sample a buffer3"	"Abundance F6 Light Sample b buffer3"	"Abundance F7 Light Sample c buffer3"	"Abundance F8 Light Sample d buffer3"	"Modifications"
"-7652533075202528091"	"High"	"IsMasterProtein"	"Q92734"	"Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2"	"False"	"3"	"1"	"43.4"	""	""	"171012.40625"	""	"281884.393037017"	""	""	""	""	""	"166071.836724175"	""	""	""	""	""	""	""	""	""	""	"171012.40625"	""	""	""	""	""	""	"282233.84375"	"371304.5625"	"212902.71875"	"281535.375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"150358.765625"	"183426.984375"	""	""	""	""	""	""
"2820399814168819361"	"High"	"IsMasterProtein"	"X6RJP6"	"Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1"	"False"	"6"	"1"	"21.1"	""	"62751.8377375163"	"133938.85846857"	"121286.1640625"	"66085"	"82402.90625"	""	""	""	""	"69369.0129009509"	"80669.4781876296"	""	""	""	""	""	"44316.42578125"	"88856.2890625"	""	"141020.015625"	"163734.609375"	"85984.6484375"	"127213.2734375"	"167578.28125"	""	"121286.1640625"	"118258.65625"	""	""	""	"66085"	"70614.8203125"	"86561.7109375"	"82402.90625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"60208.46484375"	"79923.3125"	""	"75727.625"	""	"85933.828125"	""
"-4385151178768816917"	"High"	"IsMasterProtein"	"A0A087X2D0"	"Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1"	"False"	"32"	"2"	"10.3"	""	"106004.2578125"	"168672.467147441"	"497776.361704893"	"175362.63179708"	"316253.1171875"	""	"251451.227519308"	""	""	"224700.843904201"	"484455.832372196"	""	""	""	""	""	""	"106004.2578125"	""	"93449.3671875"	"559208.515625"	"273820.375"	"103901.6953125"	"99832.2109375"	"605700.25"	"675279.78125"	"409082.390625"	"189560.09375"	""	""	"162228.515625"	"463729.90625"	"210162.671875"	"316253.1171875"	""	""	""	""	""	""	"246903.109375"	"256083.125"	""	""	""	""	""	""	""	""	""	"200489.046875"	"251836.546875"	""	""	"370424.9375"	"413549.140625"	"599909.5"	"567520.109375"	""
"5815926444524445653"	"High"	"IsMasterProtein"	"Q7Z406"	"Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2"	"False"	"1"	"1"	"227.7"	""	"666887.231471263"	""	"274703.1875"	""	"1168623.75"	""	""	""	""	""	"6315738"	""	""	""	""	""	""	"295987.875"	"1502556.75"	""	""	""	""	""	"274703.1875"	"213275.546875"	"291244.96875"	""	""	""	""	""	""	"1168623.75"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6315738"	""	""	""	""
"-693146797542029968"	"High"	"IsMasterProtein"	"D6RDX1"	"Vesicular integral-membrane protein VIP36 (Fragment) OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1"	"False"	"4"	"1"	"32.7"	""	""	"65674.9921875"	""	"105326.230839665"	""	""	""	"77983.9140625"	""	""	""	""	""	""	""	""	""	""	""	""	"57075.55078125"	"65674.9921875"	"109762.8359375"	""	""	""	""	""	"160597.046875"	""	"69077.328125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"77983.9140625"	""	""	""	""	""	""	""	""	""	""	""	""	""
"-5859421019721183773"	"High"	"IsMasterProtein"	"F5H282"	"T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1"	"False"	"10"	"2"	"36.4"	"328418.75028311"	""	"260100.046949036"	""	"228652.414577531"	""	"208537.484375"	""	"205871.680598493"	""	"265305.951096902"	""	"301353.0625"	"166470.671875"	"357915.3125"	"519592.96875"	""	""	""	""	"107122.7421875"	"715343.5"	"301038.125"	"224729.125"	""	""	""	""	"267716.46875"	""	"195288.421875"	""	""	""	""	""	"595671.9375"	"208537.484375"	"119533.5546875"	""	""	""	""	""	"250730.90625"	""	"169038.390625"	""	""	""	""	""	"515291.28125"	"230785.734375"	"247876.40625"	"283961.0625"	""	""	""	""	""
"-4288023909312929848"	"High"	"IsMasterProtein"	"P06744"	"Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4"	"False"	"5"	"2"	"63.1"	"74480.8733271923"	""	"201311.33203125"	"66806.046875"	"240300.745462316"	"60677.3538380483"	"154121.727217264"	"81493.8296358057"	"103480.96875"	""	"210640.212905508"	"65455.7890625"	""	""	"57836.77734375"	"95914.7578125"	""	""	""	""	""	"82371.25"	"201311.33203125"	"271171.625"	""	""	""	"66806.046875"	"287661.4609375"	"261551.1484375"	"220776.88671875"	"95173.4140625"	"64170.34375"	"60089.3828125"	"61271.078125"	"58554.8828125"	"157715.76171875"	"251686.8046875"	"150609.59375"	"62898.5078125"	""	"89885.5859375"	""	"73885.53125"	""	""	""	"103480.96875"	""	""	""	""	"89992.9375"	"190094.37890625"	"233406.6875"	"352800.09375"	"65455.7890625"	"46381.7890625"	"71495.859375"	""	""
"-7877115037799691413"	"High"	"IsMasterProtein"	"A0A2R8Y738"	"Ribosomal protein L15 (Fragment) OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=1"	"False"	"7"	"1"	"16.3"	""	"23295.3676493931"	"195376.796678586"	"144434.479254852"	"109279.458393989"	"126122.655585876"	"70480.9140625"	"107313.751024073"	"222945.25"	""	"301383.718652863"	"183753.7575903"	""	""	""	""	"20241.646484375"	"26809.783203125"	""	""	"390051.53125"	"190428.265625"	"200453.921875"	"169293.921875"	"78928.234375"	"198790.6875"	"134344.421875"	"155282.359375"	"116356.71875"	""	"102632.6640625"	""	"148104.75"	"131039.984375"	"121389.8515625"	"85378.90625"	""	"70480.9140625"	""	""	"77634.1953125"	"162874.890625"	"105008.3203125"	"109669.796875"	""	"167805.421875"	"222945.25"	"392277.875"	""	""	""	""	"106347.703125"	"267030.53125"	"340156.40625"	"599642.875"	"181493.171875"	"173298.734375"	"192935.359375"	"186042.5"	""
"-6006492344433780032"	"High"	"IsMasterProtein"	"J3KRX5"	"60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1"	"False"	"16"	"2"	"20.2"	"80196.8046875"	"33561.296875"	"80194.6334200513"	"85244.8344602477"	"48762.2890625"	"64813.3148723002"	"142259.578125"	"260132.2890625"	"64738.5714282381"	"60071.5595461975"	"125597.835389007"	"61415.09375"	""	"47529.3515625"	"80196.8046875"	"112681.6796875"	""	"33561.296875"	""	""	""	"101770.984375"	""	"63192.66015625"	""	""	"68080.6875"	"106736.31640625"	""	""	""	"48762.2890625"	""	""	"57028.62890625"	"73660.6484375"	""	"142259.578125"	"122754.83203125"	"322813.5546875"	""	"260132.2890625"	"104002.7109375"	"315163.4453125"	""	"76258.46875"	""	"54958.9140625"	"83346.5390625"	"43296.24609375"	""	""	""	"142623.890625"	""	"110604.3046875"	"42963.3515625"	"64164.01953125"	""	"61415.09375"	"Met-loss [N-Term]"
"-985839782283071822"	"High"	"IsMasterProtein"	"P10619"	"Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2"	"False"	"3"	"1"	"54.4"	""	"230817.140625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"230817.140625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7299896303041876314"	"High"	"IsMasterProtein"	"P06312"	"Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1"	"False"	"12"	"1"	"13.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-7555648487239559207"	"High"	"IsMasterProtein"	"E9PK13"	"Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=1"	"False"	"14"	"1"	"11.6"	""	""	"44970.390625"	"34156.84375"	""	"3462.1044921875"	""	""	""	""	""	"13208.5947265625"	""	""	""	""	""	""	""	""	""	""	""	"44970.390625"	"34156.84375"	"5450.46337890625"	""	"35294.7265625"	""	""	""	""	""	""	""	"3462.1044921875"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"13208.5947265625"	""	""
"-8047604912000457724"	"High"	"IsMasterProtein"	"Q5T7C4"	"High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1"	"False"	"9"	"1"	"18.3"	"34057.51953125"	"54659.73828125"	"74550.6328125"	"196613.0625"	"73578.171551363"	"68013.412471372"	"242415.5"	"145094.435350781"	"488242.0625"	"53957.1234166141"	"67662.4784429876"	"118061.46875"	""	""	"34057.51953125"	""	""	"32830.1328125"	"54659.73828125"	"111161.015625"	""	""	"74550.6328125"	""	""	""	"196613.0625"	""	"98443.25"	""	"54993.5859375"	""	"161176.90625"	"94395.546875"	"49004.6875"	"43463.828125"	""	"242415.5"	""	""	"124726.328125"	"308343.25"	"70854.7578125"	"168788.703125"	"488242.0625"	""	""	""	"87091.734375"	"47991.0859375"	"44719.51171875"	"60664.83203125"	"64975.67578125"	""	""	"70460.3828125"	"140519.71875"	"98011.6796875"	""	"118061.46875"	""
"-6039342044264890236"	"High"	"IsMasterProtein"	"Q99808"	"Equilibrative nucleoside transporter 1 OS=Homo sapiens OX=9606 GN=SLC29A1 PE=1 SV=3"	"False"	"2"	"1"	"50.2"	"15218.34765625"	""	"104431.566231567"	"38846.75"	"79182.4521938457"	"46932.5"	"88307.453125"	"27619.9004352525"	"102364.209671364"	"28072.1223918931"	"134304.292917722"	"56809.16796875"	""	"15218.34765625"	""	""	""	""	""	""	"23369.775390625"	"143344.875"	"87894.2265625"	"124080.4140625"	""	""	""	"38846.75"	"83421.359375"	"106841.203125"	"49090.703125"	"75158.9375"	""	"46932.5"	""	""	""	"91970.9140625"	"68473.6953125"	"88307.453125"	""	"33242.70703125"	"22948.158203125"	""	"98414.65625"	"112696.2265625"	"80636.3828125"	"106472.265625"	""	"25399.44921875"	""	"31026.029296875"	"137067.265625"	"131597.015625"	"138894.203125"	"128551.3125"	"56809.16796875"	""	""	""	""
"8496601930648358283"	"High"	"IsMasterProtein"	"Q5T6F2"	"Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1"	"False"	"2"	"1"	"117.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-4248741172720899665"	"High"	"IsMasterProtein"	"P62304"	"Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1"	"False"	"25"	"2"	"10.8"	""	""	""	"151127.567777815"	""	"149028.53125"	""	"68249.78125"	""	"41047.08203125"	""	"189279.509566625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"174547.4375"	"130850.0546875"	""	""	""	""	""	"149028.53125"	""	""	""	""	""	""	""	"68249.78125"	""	""	""	""	""	""	""	"41047.08203125"	""	""	""	""	""	""	"188973.203125"	"189586.3125"	"269076.875"	"144001.53125"	""
"-3661455698439909776"	"High"	"IsMasterProtein"	"Q96AG4"	"Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1"	"False"	"4"	"1"	"34.9"	"47221.66796875"	"98570.34375"	"175403.782896178"	"199626.296875"	"118184.681246546"	"121380.7421875"	"82906.7890625"	"138715.234375"	"91822.7421875"	"60026.1953125"	"172484.23586447"	"192441.171867915"	""	""	"47221.66796875"	""	""	""	"98570.34375"	""	""	""	"142660.078125"	"215662.90625"	""	"50798.69140625"	"199626.296875"	"228326.8125"	"90735.6484375"	"153937.5"	""	""	"121380.7421875"	"177594.875"	"120269.3359375"	""	""	"82906.7890625"	""	""	""	"138715.234375"	""	""	""	""	"91822.7421875"	""	""	"60026.1953125"	""	""	"197990.28125"	"150264"	"129404.4765625"	"211330.671875"	"203786.796875"	"181727.203125"	"146675.609375"	"264275.9375"	""
"5634853001095686771"	"High"	"IsMasterProtein"	"Q9UBM7"	"7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 GN=DHCR7 PE=1 SV=1"	"False"	"2"	"1"	"54.5"	"40241.8046875"	"184971.730450572"	"145158.563183777"	"309238.6875"	"275919.40625"	"416622.5"	"146313.890625"	"201332.541609672"	"85036.3080078631"	"125990.827239023"	"253483.15625"	"471009"	""	"40241.8046875"	""	""	""	""	"78297.7109375"	"436980.09375"	""	"115976.40625"	"181683.578125"	""	""	"309238.6875"	"360985.28125"	"275085.375"	"275919.40625"	"313450.59375"	""	"158366.828125"	"306018.75"	"448736.59375"	"416622.5"	""	""	""	"146313.890625"	""	"192292.609375"	"254925.359375"	"210797.453125"	"159707.78125"	""	""	"63559.765625"	"113769.671875"	"185189.484375"	"140091.96875"	"91425.8046875"	"113309.0546875"	""	"173239.90625"	"253483.15625"	"256081.515625"	"957566.3125"	""	"373900.65625"	"471009"	""
"-5686932688211905666"	"High"	"IsMasterProtein"	"Q99735"	"Microsomal glutathione S-transferase 2 OS=Homo sapiens OX=9606 GN=MGST2 PE=1 SV=1"	"False"	"10"	"1"	"16.6"	""	""	""	"368522.242521953"	""	"287162.585963197"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"330698.34375"	""	"410672.28125"	""	""	""	""	"214687.875"	"384103.4375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-4765092769239938489"	"High"	"IsMasterProtein"	"P0DTE2"	"Probable non-functional immunoglobulin heavy variable 8-51-1 OS=Homo sapiens OX=9606 GN=IGHV8-51-1 PE=5 SV=1"	"False"	"9"	"1"	"13.1"	""	"75582.3359375"	""	"62556.0472126967"	""	"112278.6015625"	""	"102673.430806568"	""	"82714.0565583351"	""	"96019.1153903131"	""	""	""	""	""	""	""	"75582.3359375"	""	""	""	""	""	"58088.54296875"	"67367.140625"	""	""	""	""	""	"77570.8125"	"112278.6015625"	"119475.8046875"	""	""	""	""	""	"42362.34765625"	"125747.7578125"	"83833.171875"	"175921.671875"	""	""	""	""	"125821.6640625"	"56109.140625"	"89120.4375"	"76768.1953125"	""	""	""	""	"222225.265625"	"94425.3046875"	"97639.828125"	"58077.94140625"	""
"-8337602067628073965"	"High"	"IsMasterProtein"	"O00159"	"Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4"	"False"	"1"	"1"	"121.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-7489317463311590411"	"High"	"IsMasterProtein"	"A0A2R8Y849"	"40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1"	"False"	"9"	"1"	"15.2"	"51394.88671875"	"77818.5702573003"	"80890.0390625"	"67885.6640625"	"49942.80078125"	"39191.8515625"	"100600.790899651"	"62543.6559663754"	""	""	"92334.875"	"73550.9296875"	"46051.7265625"	""	"51394.88671875"	"143996.734375"	""	""	"47639.15625"	"127116.6484375"	""	"80890.0390625"	"88028.953125"	"77150.1328125"	""	"67885.6640625"	"105048.8671875"	"48358.55859375"	"49942.80078125"	""	""	""	"39191.8515625"	""	""	""	""	""	"108098.8671875"	"93622.8046875"	""	"66689.296875"	"58655.72265625"	""	""	""	""	""	""	""	""	""	"248399.546875"	""	"92334.875"	"61128.62109375"	"209050.140625"	""	"73550.9296875"	"63050.9140625"	""
"-8580392891039638183"	"High"	"IsMasterProtein"	"A0A087X1X5"	"Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1"	"False"	"6"	"1"	"20.9"	""	"139619.78125"	""	"173837.453125"	""	"140924.745240028"	""	"90119.6015625"	""	"113164.6171875"	""	"149011.725531414"	""	""	""	""	""	""	"139619.78125"	""	""	""	""	""	"104105.4375"	""	"173837.453125"	"185838.203125"	""	""	""	""	"152153.75"	"176326.6875"	"126346.5703125"	"130524.4453125"	""	""	""	""	"90119.6015625"	""	""	""	""	""	""	""	""	"113164.6171875"	""	""	""	""	""	""	""	"143260.015625"	"154994.359375"	""	""
"-5303662175112216128"	"High"	"IsMasterProtein"	"H0YJD1"	"Paired box protein Pax-8 (Fragment) OS=Homo sapiens OX=9606 GN=PAX8 PE=1 SV=1"	"False"	"7"	"1"	"18.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-6345798152188206241"	"High"	"IsMasterProtein"	"H7BZW6"	"Histone deacetylase complex subunit SAP18 (Fragment) OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=2"	"False"	"11"	"1"	"16.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-3011164802766211802"	"High"	"IsMasterProtein"	"P22532"	"Small proline-rich protein 2D OS=Homo sapiens OX=9606 GN=SPRR2D PE=2 SV=2"	"False"	"13"	"1"	"7.9"	""	"112396.7578125"	""	""	""	""	""	"163656.139675447"	""	"287924.65625"	""	"252962.984375"	""	""	""	""	"112396.7578125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"138358.609375"	"193579.078125"	""	""	""	""	""	""	"287924.65625"	""	""	""	""	""	""	""	"252962.984375"	""	""	""	""
"-5986352754293277242"	"High"	"IsMasterProtein"	"P61513"	"60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2"	"False"	"9"	"1"	"10.3"	"156970.017108218"	"109079.019087409"	"154582.9375"	""	"132588.46875"	""	"163695.046875"	"133551.775515048"	"294331.5625"	"175586.356117799"	"173074.0625"	"207698.953715173"	"136733.40625"	""	"180201.65625"	""	"118491.546875"	""	"100414.1875"	""	""	"154582.9375"	""	""	""	""	""	""	"132588.46875"	""	""	""	""	""	""	""	""	"205865.109375"	"129159.0546875"	"163695.046875"	""	""	"90875.1484375"	"196270.125"	"313181.40625"	"176794.328125"	""	"294331.5625"	"208518.0625"	""	""	"147855.625"	"493217.09375"	"116645.453125"	""	"173074.0625"	"257766.40625"	""	""	"167356.390625"	""
"5893062326726901368"	"High"	"IsMasterProtein"	"Q5T750"	"Skin-specific protein 32 OS=Homo sapiens OX=9606 GN=XP32 PE=1 SV=1"	"False"	"3"	"1"	"26.2"	"3760152.54632156"	"1298785.02801468"	"28706244.1631879"	"2512059.16345707"	"26369355.7364053"	"2848664.08317957"	"13430934.6244746"	"2791801.56154774"	"18825243.3822219"	"2048537.76309391"	"28838353.403677"	"3558501.78052908"	"2573099.25"	"3108210.75"	"4548838"	"7623788"	"1219284.34375"	"756045.125"	"1383469.375"	"1898178.75"	"4017729.5"	"27876660"	"29560516"	"38139348"	"470007.78125"	"3071722.375"	"2054365.75"	"3112162.78125"	"29892054"	"45241928"	"19653792"	"23261798"	"3370476.75"	"4721833.5"	"2361742.75"	"2407637.75"	"10972598"	"16440045"	"10159129"	"19923984"	"2552485.78125"	"3053555.09375"	"2315069.75"	"3512975.21875"	"12616057"	"23251630"	"15241503"	"23584320"	"1642543.375"	"2554883.5"	"1529129.875"	"2741166.25"	"30000348"	"15859255"	"27721366"	"37523264"	"3898946.75"	"1823350.375"	"3247783.5"	"4766053.15625"	""
"3658516986896566855"	"High"	"IsMasterProtein"	"P60903"	"Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2"	"False"	"18"	"1"	"11.2"	""	"219780.625"	"192958.040484248"	"423587.476075679"	"224880.03125"	"290474.875"	""	"224427.31527868"	""	"278938.71875"	"258117.765625"	"311859.84009284"	""	""	""	""	""	""	"219780.625"	""	""	""	"217032.984375"	"171553.671875"	""	""	"406805.25"	"441062.03125"	"224880.03125"	""	""	""	"201041.609375"	"295741.8125"	"290474.875"	""	""	""	""	""	""	"218708.109375"	""	"230296.078125"	""	""	""	""	""	"278938.71875"	"270013.8125"	"299735.375"	""	""	""	"258117.765625"	""	""	"261794.921875"	"371499.03125"	""
"-2947777995853760023"	"High"	"IsMasterProtein"	"Q53GQ0"	"Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2"	"False"	"4"	"1"	"34.3"	""	"34310.0586203839"	"78144.6084685771"	"75785.3841489731"	"68710.8081378224"	"97424.2792417941"	"45805.4833142727"	"65496.479476814"	"38581.5703125"	"44133.777010449"	"96227.7544230353"	"124264.9609375"	""	""	""	""	""	"25296.40625"	""	"46535.46875"	""	"56641.50390625"	""	"107811.046875"	"67872.75"	"84620.4765625"	"60091.98828125"	"117584.0859375"	"70153.6015625"	"72475.7734375"	"67297.6875"	"52084.2265625"	"127886.4453125"	"131222.75"	"47965.640625"	"74218.109375"	""	"55853.421875"	""	"37565.15234375"	"51361.99609375"	"83520.6796875"	""	""	""	"38581.5703125"	""	""	""	"57164.83203125"	"34073.2265625"	""	"77264.8359375"	"68273.046875"	"119844.6953125"	"135215.296875"	""	"169114.40625"	"95896.6328125"	"124264.9609375"	""
"-7780794741140120008"	"High"	"IsMasterProtein"	"B1AKQ8"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=8"	"False"	"14"	"1"	"12.2"	""	""	"131770.132439148"	"197664.516214516"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"103409.171875"	""	"167909.359375"	""	""	"211086.34375"	"185096.109375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Met-loss+Acetyl [N-Term]"
"2084220942375040040"	"High"	"IsMasterProtein"	"O43240"	"Kallikrein-10 OS=Homo sapiens OX=9606 GN=KLK10 PE=1 SV=3"	"False"	"4"	"1"	"30.2"	""	"169730.5"	""	"71606.5243721695"	""	"31211.9691787562"	""	"57580.7436231327"	""	"50166.2198217774"	""	"37369.5776242905"	""	""	""	""	"169730.5"	"25765.037109375"	""	"197460.953125"	""	""	""	""	"21485.95703125"	"133367.015625"	"73669.25"	"69601.5546875"	""	""	""	""	""	""	"36627.703125"	"26597"	""	""	""	""	"58798.671875"	"67187.359375"	"56388.04296875"	"40054.36328125"	""	""	""	""	"41601.19140625"	""	""	"60494.65234375"	""	""	""	""	"58572.265625"	"23624.146484375"	"49720.265625"	"28086.84375"	""
"-8296630621165169807"	"High"	"IsMasterProtein"	"A0A3B3ITX4"	"Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1"	"False"	"12"	"1"	"10.4"	""	""	""	""	""	""	""	""	""	""	""	"111668.328125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"111668.328125"	""
"2603038438233403212"	"High"	"IsMasterProtein"	"P32320"	"Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2"	"False"	"7"	"1"	"16.2"	""	"104516.031067633"	"29494.470703125"	"94166.6015625"	"24451.14849613"	"57108.453125"	"25755.0516365637"	"42520.15625"	"30557.357421875"	"40522.9189889614"	"41602.3359375"	"137675.828125"	""	""	""	""	"81563.2890625"	"147217.50390625"	"89150.5546875"	"122529.8125"	"18046.49609375"	"42258.7109375"	""	"29494.470703125"	""	"223803.40625"	"82598.2578125"	"94166.6015625"	"22412.5859375"	""	"26675.130859375"	""	"57108.453125"	""	""	""	""	"34003.953125"	""	"19507.22265625"	""	"42520.15625"	"94801.982421875"	"31967.388671875"	"30557.357421875"	""	""	""	""	"31143.04296875"	""	"52727.890625"	"41602.3359375"	"37581.83203125"	"49107.40625"	""	""	"137675.828125"	""	""	""
"8332333270884292695"	"High"	"IsMasterProtein"	"Q6UXN7"	"TOMM20-like protein 1 OS=Homo sapiens OX=9606 GN=TOMM20L PE=1 SV=1"	"False"	"14"	"1"	"17.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
