"Accession","Description","Sample.a.buffer16","Sample.b.buffer16","Sample.c.buffer16","Sample.d.buffer16","Control.a.buffer16","Control.b.buffer16","Control.c.buffer16","Control.d.buffer16","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"161","P49755","Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2",57612.1953125,36101.515625,186224.2578125,162094.578125,0,46985.86328125,183067.4765625,318853.171875,1,0.434500595640818,0.504274102228882,0.337031575935224,0.46938734893485,109853.38671875,115026.669921875,-0.204923040343516
"162","Q9C075","Keratin, type I cytoskeletal 23 OS=Homo sapiens OX=9606 GN=KRT23 PE=1 SV=2",74224.6640625,36605.45703125,112156.96875,215872.453125,678539.6796875,304840.53125,1248013.7734375,1445572.7265625,0.0986027894104808,0.10720716683629,0.0824580071246225,0.129930530218038,0.102904978123386,93190.81640625,963276.7265625,16.3269018917386
"163","Q12906","Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3",0,27640.12890625,183495.26953125,63194.1875,31345.912109375,47882.59765625,254230.671875,260667.5859375,0,0.365984256187785,0.419201267673897,0.195127034689061,0.280555645438423,45417.158203125,151056.634765625,5.31319009363713
"164","D6RG13","40S ribosomal protein S3a (Fragment) OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=1",71881.1953125,0,9692625.546875,603390.140625,0,46058.21484375,373908.640625,465481.15625,1,0,0.96285626873554,0.564511501421264,0.763683885078402,337635.66796875,209983.427734375,1.20789470198397
"165","H0Y4R1","Inosine-5'-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=1",0,9541.443359375,104320.645507813,120026.748046875,0,0,0,0,NA,1,1,1,1,56931.044433594,0,23.2681593894469
"166","A0A1B0GUE3","Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=1",1297831.1953125,470762.91015625,626868.43359375,520683.0546875,665311.8125,604125.5078125,1524144.78125,1219002.21875,0.661098651574372,0.437964445691828,0.291429373500751,0.299297270970551,0.36863085833119,573775.744140625,942157.015625,-0.499379029081705
"167","P22223","Cadherin-3 OS=Homo sapiens OX=9606 GN=CDH3 PE=1 SV=2",64249.3046875,46598.40625,117617.2265625,376330.546875,0,0,0,0,1,1,1,1,1,90933.265625,0,32.0395805976749
"168","P78527","DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3",561607.375,135543.8125,926330.625,1289070.2734375,76837.90625,76463.75,253059.203125,271716.25,0.879648407613632,0.639334799672535,0.785432096249876,0.825910689309664,0.80567139277977,743969,164948.5546875,9.18276042870313
"169","P40429","60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2",222582.25,412554.9609375,696914.625,721607.484375,425576.421875,409553.5625,709759.84375,828892.5,0.34340703852054,0.501825427149782,0.495434189275713,0.465403090388212,0.480418639831963,554734.79296875,567668.1328125,-0.750548917494516
"170","Q12955","Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3",7792.75830078125,0,53093.98046875,51002.609375,697896.6875,933467.560546875,1022305.78515625,1351909.9921875,0.0110427587477072,0,0.0493713892878644,0.0363548016592022,0.0236987802034547,29397.6838378906,977886.672851562,25.0917361617743
"171","P36542","ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",230920.78125,106480.96875,241785.19921875,509867.890625,0,67805.3125,86156.5859375,139527.015625,1,0.610954390594068,0.737280853379358,0.785143039647918,0.761211946513638,236352.990234375,76980.94921875,9.22167872457249
"172","H3BNC9","40S ribosomal protein S17 OS=Homo sapiens OX=9606 PE=3 SV=2",42640.63671875,137736.673828125,117761.734375,313011.21875,207824.84375,252070.484375,363655.21875,799266.3671875,0.170245562937245,0.353345676008216,0.244614847089573,0.281414660069926,0.26301475357975,127749.204101562,307862.8515625,4.38053264450106
"173","A2NJV5","Immunoglobulin kappa variable 2-29 OS=Homo sapiens OX=9606 GN=IGKV2-29 PE=3 SV=2",208411.25,204550.375,300405.1875,475418.28125,1703457.71875,2278609,3805781.5,5537188.625,0.10900917029699,0.0823750489233096,0.0731591645393254,0.0790702416876465,0.0807226453054781,254408.21875,3042195.25,18.2051236723
"174","P50502","Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2",0,105227.390625,193457.328125,172991.609375,757257.578125,457374.9921875,1201693.28125,893082.3359375,0,0.187036873357981,0.138664117569117,0.162269803268,0.150466960418558,139109.5,825169.95703125,14.6453864088034
"175","P53985","Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3",921756.076171875,1187278.54931641,1030199.1875,1462703.140625,11246.19921875,0,0,11239.6669921875,0.98794622530364,1,1,0.992374421223061,0.99618721061153,1108738.8684082,5619.83349609375,31.3828322141453
"176","A0A2R8Y811","40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1",10430.0419921875,0,299664.37109375,90408.6875,12443.4013671875,0,192384.03125,75692.484375,0.455989149876405,NA,0.609014010951714,0.544298914206562,0.544298914206562,50419.3647460938,44067.9428710938,-0.594176592926957
"177","P26373","60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4",159185.171875,344442.42578125,372405.31640625,157858.984375,116127.625,199592.30078125,373468.9453125,141206.396484375,0.578197503646279,0.633125807901308,0.499286991815618,0.527841049075579,0.553019276360929,251813.798828125,170399.348632812,-0.338744813274269
"178","A0A087WTT1","Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1",998531.375,690478.8125,673851.28125,214640.46875,0,315654.015625,99151.6171875,391764.6875,1,0.686270036319912,0.871731894682518,0.353955546943785,0.779000965501215,682165.046875,207402.81640625,5.48844853687435
"179","H0YHA7","60S ribosomal protein L18 (Fragment) OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1",780263.783203125,150448.470703125,687431.625,96618.2421875,82079.84375,69111.65625,99410.2578125,94321.7890625,0.904817707020102,0.685226743083661,0.873659168399671,0.506013545483276,0.779442955741666,418940.047851562,88200.81640625,6.39710242512401
"180","P30050","60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1",0,114026.1015625,205110.625,124281.2421875,125349.2421875,157758.1875,245784.546875,199647.171875,0,0.419546331967255,0.454896476595811,0.383668850252577,0.401607591109916,119153.671875,178702.6796875,2.03204260228482
"181","Q01469","Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3",3939019.5,918609.8125,1091516.625,5844008.5,6396172.84375,1262337.34375,2907323.1953125,1335573.625,0.38112686914647,0.421197647942782,0.272958326426464,0.813976133743299,0.401162258544626,2515268.0625,2121448.41015625,-0.835321451803045
"182","P13073","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1",206702.515625,122804.2734375,266970.90625,413600.9375,174407.4921875,211373.78125,343649.0703125,540047.59375,0.54236968693484,0.367481561745094,0.437212859875498,0.433703742989957,0.435458301432727,236836.7109375,277511.42578125,-0.709206310318697
"183","B5MDF5","GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1",38430.76953125,80848.15625,860791.734375,457155.171875,0,269752.8515625,861247.8125,298072.453125,1,0.230598755988851,0.499867576175638,0.605321040626659,0.552594308401148,269001.6640625,283912.65234375,0.0544194682994652
"184","P09758","Tumor-associated calcium signal transducer 2 OS=Homo sapiens OX=9606 GN=TACSTD2 PE=1 SV=3",116893.0546875,44629.92578125,120789.9765625,459236.25,0,0,39518,0,1,1,0.753487001411979,1,1,118841.515625,0,24.2259321568243
"185","P15531","Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1",43880.67578125,0,76162.515625,206574.75,214707.984375,0,185329.609375,234117.84375,0.169692962385649,NA,0.291261221059716,0.46875021938124,0.291261221059716,60021.595703125,200018.796875,1.36283677135609
"186","Q09666","Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",159217.234375,196948.171875,332037.84375,375587.90625,58859.328125,0,0,0,0.730097872736783,1,1,1,1,264493.0078125,0,23.5333124282641
"187","P61353","60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2",264310.03125,98351.03125,749435.84375,754232.34375,500507.1875,282419.03125,885196.6875,1189220,0.345585879567385,0.258295073421115,0.458473589276305,0.38808893162498,0.366837405596182,506872.9375,692851.9375,0.564906740177253
"188","P39019","40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2",40125.26171875,64355.783203125,361812.328125,211449.3359375,72116.703125,167940.87109375,85608.47265625,40221.82421875,0.357488946087211,0.277041369355576,0.808662287254488,0.840181035467956,0.583075616670849,137902.559570312,78862.587890625,-0.17466207700563
"189","P04844","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3",328867.203125,346977.875,447894.671875,402089.5625,0,0,0,0,1,1,1,1,1,374533.71875,0,32.0395805976749
"190","P62258","14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1",0,25088.263671875,270523.875,341379.9375,643258.09375,736399.34375,1129687.015625,980440.421875,0,0.0329463847176908,0.193202236042635,0.258265001805098,0.113074310380163,147806.069335938,858419.8828125,14.7134206513097
"191","Q14574","Desmocollin-3 OS=Homo sapiens OX=9606 GN=DSC3 PE=1 SV=3",143481.984375,225570.21875,775150.25,923010.375,1276436.1875,435886.5546875,1350368.03125,2420147.34375,0.101049473988724,0.341020347524363,0.364687641992023,0.276089389927171,0.308554868725767,500360.234375,1313402.109375,3.95014060505147
"192","P31025","Lipocalin-1 OS=Homo sapiens OX=9606 GN=LCN1 PE=1 SV=1",116290.0625,0,104322.40625,228768.78125,1907578.03125,167392.46875,2971194.40625,962613.296875,0.0574593091610667,0,0.0339202848204232,0.192019659730014,0.0456897969907449,110306.234375,1435095.6640625,19.7747890463996
"193","P61224","Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1",22656.681640625,0,38202.40625,44264.46484375,284788.84375,114327.078125,233051.578125,289869.71875,0.0736933205056035,0,0.140836295319395,0.132475116336998,0.103084218421301,30429.5439453125,258920.2109375,18.1091589063646
"194","A0A2R8Y6J3","60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1",288583.4375,231765.064453125,505463.640625,559806.0625,0,84376.265625,213574.0859375,170761.3125,1,0.733105868808267,0.702972350340319,0.766262061045362,0.749683964926815,397023.5390625,127568.7890625,10.5651834889234
"195","P61626","Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1",14126951.3632813,496414.125,4310818.5,2164835.25,2139004.875,887085.5,2187387.046875,1980092.2890625,0.868498055468394,0.358810451430372,0.663385986931897,0.522285427090878,0.592835707011388,3237826.875,2059548.58203125,0.471189320599141
"196","Q5VVC8","60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2",88735.765625,226034.6328125,582610.125,589135.328125,167165.078125,347021.4140625,670182.171875,400356.46875,0.346758394089898,0.394437217869205,0.465049255533642,0.595391826375519,0.429743236701424,404322.37890625,373688.94140625,-0.743906293077713
"197","P46781","40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3",41566.83203125,184374.875,560100.8125,842816.515625,241773.4453125,355682.697265625,618545.3359375,858782.1015625,0.146702870558784,0.341398555392009,0.475206925541233,0.495308651001407,0.408302740466621,372237.84375,487114.016601562,0.512386608106635
"198","P62266","40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3",24993.470703125,15866.96875,354669.0390625,555538.359375,151996.1875,0,261391.78125,376248.921875,0.141214300071933,1,0.575704585275513,0.596207278800523,0.585955932038018,189831.254882812,206693.984375,-0.0514632846337206
"199","P50914","60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4",41740.3046875,58959.75390625,175338.3125,312180.40625,242722.72265625,216040.75,232131.75,270830.7265625,0.146733672482014,0.21439871225236,0.430309680726544,0.53546216989719,0.322354196489452,117149.033203125,237427.236328125,1.43784713393159
"200","P34897","Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3",0,94643.36328125,47951.6171875,145370.5234375,0,58569.37890625,104687.46875,116803.8984375,NA,0.617725144331837,0.314150316696304,0.554480190698428,0.554480190698428,71297.490234375,81628.423828125,-0.753589983410704
"201","P62280","40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3",93954.609375,64385.4453125,140212.234375,267941.84375,0,65235.87890625,254620.0390625,100884.484375,1,0.496719545958677,0.355118473863041,0.726471575692913,0.611595560825795,117083.421875,83060.181640625,1.65155421639277
"202","H7C463","MICOS complex subunit MIC60 (Fragment) OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1",512683.09375,409840.62890625,751109.5,1118722.703125,0,28046.0859375,0,78322.046875,1,0.935951274640731,1,0.934570493814037,0.967975637320365,631896.296875,14023.04296875,27.8297664262014
"203","P84243","Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2",215511.5625,135293.3828125,983418.453125,948761.4765625,1070959.765625,1530981.1484375,2457794.28125,2214691.15625,0.167521465724466,0.0811951333799756,0.285776709850404,0.29991328674297,0.226649087787435,582136.51953125,1872836.15234375,7.63033240342942
"204","J3QQQ9","KOW domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1",0,90781.556640625,338623.0234375,392209.484375,38077.72265625,18689.72265625,110806.21875,141329.90625,0,0.829272821361981,0.753451248052586,0.735108768474539,0.744280008263563,214702.290039062,74441.970703125,-0.0329041266045587
"205","I3L3P7","40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=1",454543.8984375,490032.9375,995067.234375,452769.84375,1115551.65625,119701.4765625,1442394.875,0,0.28950078680273,0.803682597206609,0.408239057562273,1,0.605960827384441,472288.41796875,617626.56640625,1.0392933627414
"206","H7C2W9","60S ribosomal protein L31 (Fragment) OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1",81241.5,59733.7353515625,281032.11328125,291376.2734375,98497.8671875,63722.8095703125,196003.421875,259876.875,0.451996139027522,0.483844217326532,0.589121968008525,0.528570719756235,0.506207468541384,181136.806640625,147250.64453125,-0.775992243207181
"207","Q96FQ6","Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1",120579.625,81990.1328125,113892.6875,103062.7578125,484582.9453125,136741.328125,947361.60546875,421068.609375,0.199251624134212,0.374843803726652,0.107318941609552,0.196635355684849,0.19794348990953,108477.72265625,452825.77734375,6.8997137785291
"208","P42766","60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2",161775.59375,158890.046875,155593.3515625,154163.65234375,199415.5390625,143409.62109375,175707.0234375,263953.828125,0.447894699103758,0.525604437287788,0.469644356914779,0.368708938384776,0.458769528009268,157241.69921875,187561.28125,-0.758954526840303
"209","O75635","Serpin B7 OS=Homo sapiens OX=9606 GN=SERPINB7 PE=1 SV=1",595050.28125,96348.828125,415548.5625,678711.765625,168358.109375,0,0,178019.90625,0.779465209653819,1,1,0.79221042936303,0.896105214681515,505299.421875,84179.0546875,19.1458249954249
"210","P62906","60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2",20632.0859375,50971.46484375,51486.59765625,87282,43590.140625,70667.09375,105461.0078125,101569.921875,0.32126083198659,0.419040355566734,0.328049590195892,0.462171627026234,0.373544972881313,51229.03125,86118.5078125,0.121025242399329
"211","P78371","T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4",0,19790.16015625,35380.5390625,51751.09375,2114176.125,0,1584359.85546875,34974.28125,0,1,0.021843339328917,0.596723781822794,0.309283560575856,27585.349609375,809667.068359375,-0.27669479145082
"212","O00571","ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3",29947.146484375,114050.1015625,281865.6796875,92549.59765625,0,0,62363.4140625,0,1,1,0.818831658349622,1,1,103299.849609375,0,26.206908723905
"213","M0R0R2","40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=1",0,135348.078125,157447.1875,163092.359375,82079.84375,69111.65625,99410.2578125,608102.8515625,0,0.661979135103237,0.612974980376548,0.211479995028415,0.412227487702482,146397.6328125,90745.05078125,0.341183998089787
"214","P23490","Loricrin OS=Homo sapiens OX=9606 GN=LORICRIN PE=1 SV=2",163035.3125,180892.9375,226642.265625,287882.78125,227129.3515625,162828.6796875,302658.1171875,476408.015625,0.417862834636105,0.52627745377249,0.428192143789335,0.376666554702847,0.42302748921272,203767.6015625,264893.734375,-0.646760841519187
"215","Q6NUK1","Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2",31129.228515625,201024.453125,92117.9375,269428.5234375,0,0,32836.01953125,62051.74609375,1,1,0.737215048555541,0.812804103901876,0.906402051950938,146571.1953125,16418.009765625,18.5723749319998
"216","I3L192","Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=8",0,46607.78125,104173.265625,108192.65625,0,0,52224.8515625,0,NA,1,0.666077491841609,1,1,75390.5234375,0,13.3077783115338
"217","P18669","Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2",20344.32421875,28616.189453125,22264.41015625,53822.140625,105940.58203125,50731.828125,49427.98828125,96322.34375,0.161098620752629,0.360641517287434,0.310554684199325,0.358468983053511,0.334511833626418,25440.2998046875,73527.0859375,2.71155448798463
"218","H0YL69","Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1",69939.7734375,0,68425.75,70590.7578125,401638.140625,126969.15234375,416919.625,257592.921875,0.148310112394769,0,0.140983624290228,0.215095271890782,0.144646868342499,69182.76171875,329615.53125,14.2630054705335
"219","P16422","Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=2",38952.63671875,32170.9697265625,68050.923828125,40882.51953125,0,5505.7861328125,0,0,1,0.853867828924488,1,1,1,39917.578125,0,27.296446712596
"220","Q6P2Q9","Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2",837872.375,1314758.25,2616970.5,3517581,0,35007.4453125,266254.09375,0,1,0.974064057610832,0.907654057083461,1,0.987032028805416,1965864.375,17503.72265625,28.1810171113878
"221","F5H282","T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1",301353.0625,166470.671875,357915.3125,519592.96875,0,0,0,0,1,1,1,1,1,329634.1875,0,32.0395805976749
"222","J3KRX5","60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1",0,47529.3515625,80196.8046875,112681.6796875,0,33561.296875,0,0,NA,0.58612617457527,1,1,1,63863.078125,0,11.3028780205445
