"Proteins Unique Sequence ID"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of Protein Unique Peptides"	"Number of Unique Peptides"	"Score Sequest HT Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio Heavy Sample  Light Control"	"Abundance Ratio log2 Heavy Sample  Light Control"	"Abundance Ratio Adj P-Value Heavy Sample  Light Control"	"Abundance Ratio Variability in Percent Heavy Sample  Light Control"	"Abundance Ratios by Bio Rep Heavy Samplerep1  Light Controlrep1"	"Abundance Ratios by Bio Rep Heavy Samplerep2  Light Controlrep2"	"Abundance Ratios by Bio Rep Heavy Samplerep3  Light Controlrep3"	"Abundance Ratios by Bio Rep Heavy Samplerep4  Light Controlrep4"	"Abundance Ratios by Bio Rep Heavy Samplerep5  Light Controlrep5"	"Abundance Ratios by Bio Rep Heavy Samplerep6  Light Controlrep6"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep1  Light Controlrep1"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep2  Light Controlrep2"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep3  Light Controlrep3"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep4  Light Controlrep4"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep5  Light Controlrep5"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep6  Light Controlrep6"	"Abundances Grouped Light Control"	"Abundances Grouped Heavy Sample"	"Abundances by Bio Rep Light Controlrep1"	"Abundances by Bio Rep Light Controlrep2"	"Abundances by Bio Rep Light Controlrep3"	"Abundances by Bio Rep Light Controlrep4"	"Abundances by Bio Rep Light Controlrep5"	"Abundances by Bio Rep Light Controlrep6"	"Abundances by Bio Rep Heavy Samplerep1"	"Abundances by Bio Rep Heavy Samplerep2"	"Abundances by Bio Rep Heavy Samplerep3"	"Abundances by Bio Rep Heavy Samplerep4"	"Abundances by Bio Rep Heavy Samplerep5"	"Abundances by Bio Rep Heavy Samplerep6"	"Abundances Scaled F1 Light Control rep1"	"Abundances Scaled F2 Light Control rep2"	"Abundances Scaled F3 Light Control rep3"	"Abundances Scaled F4 Light Control rep4"	"Abundances Scaled F5 Light Control rep5"	"Abundances Scaled F6 Light Control rep6"	"Abundances Scaled F1 Heavy Sample rep1"	"Abundances Scaled F2 Heavy Sample rep2"	"Abundances Scaled F3 Heavy Sample rep3"	"Abundances Scaled F4 Heavy Sample rep4"	"Abundances Scaled F5 Heavy Sample rep5"	"Abundances Scaled F6 Heavy Sample rep6"	"Abundances Normalized F1 Light Control rep1"	"Abundances Normalized F2 Light Control rep2"	"Abundances Normalized F3 Light Control rep3"	"Abundances Normalized F4 Light Control rep4"	"Abundances Normalized F5 Light Control rep5"	"Abundances Normalized F6 Light Control rep6"	"Abundances Normalized F1 Heavy Sample rep1"	"Abundances Normalized F2 Heavy Sample rep2"	"Abundances Normalized F3 Heavy Sample rep3"	"Abundances Normalized F4 Heavy Sample rep4"	"Abundances Normalized F5 Heavy Sample rep5"	"Abundances Normalized F6 Heavy Sample rep6"	"Abundance F1 Light Control rep1"	"Abundance F2 Light Control rep2"	"Abundance F3 Light Control rep3"	"Abundance F4 Light Control rep4"	"Abundance F5 Light Control rep5"	"Abundance F6 Light Control rep6"	"Abundance F1 Heavy Sample rep1"	"Abundance F2 Heavy Sample rep2"	"Abundance F3 Heavy Sample rep3"	"Abundance F4 Heavy Sample rep4"	"Abundance F5 Heavy Sample rep5"	"Abundance F6 Heavy Sample rep6"	"Found in Sample in S1 F1 Light Control rep1"	"Found in Sample in S2 F2 Light Control rep2"	"Found in Sample in S3 F3 Light Control rep3"	"Found in Sample in S4 F4 Light Control rep4"	"Found in Sample in S5 F5 Light Control rep5"	"Found in Sample in S6 F6 Light Control rep6"	"Found in Sample in S7 F1 Heavy Sample rep1"	"Found in Sample in S8 F2 Heavy Sample rep2"	"Found in Sample in S9 F3 Heavy Sample rep3"	"Found in Sample in S10 F4 Heavy Sample rep4"	"Found in Sample in S11 F5 Heavy Sample rep5"	"Found in Sample in S12 F6 Heavy Sample rep6"	"Number of Protein Groups"
"-6919245649242437482"	"High"	"IsMasterProtein"	"D6RCB6"	"Bifunctional lysine-specific demethylase and histidyl-hydroxylase (Fragment) OS=Homo sapiens OX=9606 GN=RIOX2 PE=1 SV=1"	"0.006"	"False"	"3.369"	"24"	"1"	"0"	"1"	"0.00"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-1685051008150161980"	"High"	"IsMasterProtein"	"H0YGG4"	"Translation initiation factor eIF-2B subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1"	"0.006"	"False"	"3.339"	"28"	"2"	"0"	"2"	"0.00"	"0"	"0.100"	"-3.32"	"8.84552008238929E-17"	"0.00"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"200.0"	""	"275.8"	"160.2"	"206.4"	"198.0"	"228.9"	"130.6"	""	""	""	""	""	""	"275.8"	"160.2"	"206.4"	"198.0"	"228.9"	"130.6"	""	""	""	""	""	""	"1697327.18122689"	"986052.232667943"	"1270426.66539331"	"1218641.12308716"	"1408649.41979112"	"803620.93891254"	""	""	""	""	""	""	"723225.9375"	"644488.4375"	"1018720.265625"	"823695.625"	""	"577826.890625"	""	""	""	""	""	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"652743996378572944"	"High"	"IsMasterProtein"	"A0A0A0MSQ0"	"Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1"	"0.006"	"False"	"3.323"	"4"	"1"	"0"	"1"	"2.03"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-7868554762138415541"	"High"	"IsMasterProtein"	"J3KNW3"	"RNA binding protein fox-1 homolog 1 OS=Homo sapiens OX=9606 GN=RBFOX1 PE=1 SV=1"	"0.006"	"False"	"3.308"	"4"	"1"	"0"	"1"	"10.01"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-216066137386047903"	"High"	"IsMasterProtein"	"H0YBN6"	"Non-specific serine/threonine protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=CSNK1G3 PE=1 SV=1"	"0.006"	"False"	"3.275"	"12"	"1"	"0"	"1"	"0.00"	"0"	"0.100"	"-3.32"	"8.84552008238929E-17"	"0.00"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"200.0"	""	"321.4"	"141.7"	"176.4"	"148.4"	"128.1"	"284.0"	""	""	""	""	""	""	"321.4"	"141.7"	"176.4"	"148.4"	"128.1"	"284.0"	""	""	""	""	""	""	"86801.9162968445"	"38278.7288574291"	"47640.0571139715"	"40080.3739079335"	"34601.80078125"	"76710.548020927"	""	""	""	""	""	""	"82810.1640625"	"31464.990234375"	""	"31324.388671875"	"34601.80078125"	"55157.12109375"	""	""	""	""	""	""	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-7786795176258167394"	"High"	"IsMasterProtein"	"E9PI14"	"39S ribosomal protein L16, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL16 PE=1 SV=1"	"0.006"	"False"	"3.261"	"12"	"1"	"0"	"1"	"4.03"	"0"	"0.923"	"-0.11"	"0.997628803420481"	"9.66"	"0.928"	"0.680"	"1.084"	"0.890"	"1.018"	"0.919"	"-0.11"	"-0.56"	"0.12"	"-0.17"	"0.03"	"-0.12"	"109.8"	"90.2"	"88.0"	"118.3"	"113.7"	"118.6"	"81.9"	"107.0"	"81.7"	"80.4"	"123.2"	"105.6"	"83.3"	"98.4"	"88.0"	"118.3"	"113.7"	"118.6"	"81.9"	"107.0"	"81.7"	"80.4"	"123.2"	"105.6"	"83.3"	"98.4"	"823776.108306576"	"1106860.00449011"	"1063917.59634203"	"1109922.16282426"	"766055.125"	"1001439.21500645"	"764150.173512544"	"752666.967567465"	"1153192.65125971"	"987927.238962679"	"779842.594709327"	"920548.317838721"	"785893.1875"	"909835.3125"	"853126.3125"	""	"766055.125"	"720064"	"657884.875"	"561645.625"	"834296.75"	"697532.375"	""	"599025.6875"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"
"-7285014337659813659"	"High"	"IsMasterProtein"	"E5RIA4"	"Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1"	"0.006"	"False"	"3.245"	"3"	"1"	"0"	"1"	"12.61"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"1294605803387722289"	"High"	"IsMasterProtein"	"K7EPV0"	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA3 PE=1 SV=1"	"0.006"	"False"	"3.244"	"14"	"1"	"0"	"1"	"2.21"	"0"	"0.679"	"-0.56"	"0.82115401544114"	"9.74"	"0.734"	"0.675"	"0.794"	"0.643"	"0.602"	"0.684"	"-0.45"	"-0.57"	"-0.33"	"-0.64"	"-0.73"	"-0.55"	"120.3"	"79.7"	"94.2"	"139.7"	"118.6"	"115.2"	"126.6"	"117.4"	"69.2"	"94.3"	"94.2"	"74.1"	"76.2"	"80.3"	"94.2"	"139.7"	"118.6"	"115.2"	"126.6"	"117.4"	"69.2"	"94.3"	"94.2"	"74.1"	"76.2"	"80.3"	"732084.952538579"	"1085264.80016466"	"921290.191943413"	"895160.80109262"	"983599.0625"	"911678.686683729"	"537643.302085047"	"732411.78989563"	"731835.366217848"	"575638.660479427"	"592335.845481688"	"623603.537059222"	"698418.625"	"892084.125"	"738757.3125"	"699603.375"	"983599.0625"	"655523.5625"	"462876.8125"	"546531.0625"	"529458.6875"	"406433.375"	"527135.125"	"405795.6875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-2088218542987526353"	"High"	"IsMasterProtein"	"P49005"	"DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1"	"0.006"	"False"	"3.233"	"6"	"1"	"0"	"1"	"0.00"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-4577230366185343110"	"High"	"IsMasterProtein"	"Q96GM8"	"Target of EGR1 protein 1 OS=Homo sapiens OX=9606 GN=TOE1 PE=1 SV=1"	"0.006"	"False"	"3.227"	"4"	"1"	"1"	"1"	"2.32"	"0"	"10.000"	"3.32"	"8.84552008238929E-17"	"0.00"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	""	"200.0"	""	""	""	""	""	""	"223.1"	"162.5"	"204.3"	"187.9"	"203.2"	"218.9"	""	""	""	""	""	""	"223.1"	"162.5"	"204.3"	"187.9"	"203.2"	"218.9"	""	""	""	""	""	""	"901027.916227977"	"656098.174011596"	"825077.976033177"	"758979.885520472"	"820697.716189862"	"884146.63045186"	""	""	""	""	""	""	"775727.9375"	"489585.28125"	""	"535882.625"	"730360.3125"	"575338.125"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-7524466762152595244"	"High"	"IsMasterProtein"	"C9JQS9"	"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=1"	"0.006"	"False"	"3.224"	"4"	"1"	"0"	"1"	"0.00"	"0"	"0.100"	"-3.32"	"8.84552008238929E-17"	"0.00"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"200.0"	""	"224.0"	"188.7"	"158.6"	"189.1"	"173.1"	"266.6"	""	""	""	""	""	""	"224.0"	"188.7"	"158.6"	"189.1"	"173.1"	"266.6"	""	""	""	""	""	""	"1191482.34582066"	"1003878.75633693"	"843484.331424393"	"1005989.75607142"	"920538.75"	"1417923.9741003"	""	""	""	""	""	""	"1136689.75"	"825185.0625"	""	"786220.5625"	"920538.75"	"1019528.6875"	""	""	""	""	""	""	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-8997383018527517925"	"High"	"IsMasterProtein"	"Q5BJH1"	"PSAP protein OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=1"	"0.006"	"False"	"3.222"	"4"	"1"	"0"	"1"	"6.46"	"0"	"0.513"	"-0.96"	"0.348182014424203"	"19.18"	"0.509"	"0.608"	"0.518"	"0.413"	"0.572"	"0.434"	"-0.97"	"-0.72"	"-0.95"	"-1.28"	"-0.81"	"-1.21"	"130.9"	"69.1"	"172.6"	"126.9"	"167.7"	"84.7"	"107.6"	"134.0"	"87.9"	"77.2"	"86.8"	"35.0"	"61.6"	"58.1"	"172.6"	"126.9"	"167.7"	"84.7"	"107.6"	"134.0"	"87.9"	"77.2"	"86.8"	"35.0"	"61.6"	"58.1"	"1877358.02656476"	"1380295.16823351"	"1824053.43710407"	"920763.959074474"	"1169796.625"	"1457808.91757423"	"955945.358309882"	"839243.942190638"	"944003.753745175"	"380179.2909942"	"669466.126864141"	"632332.091198095"	"1791024.125"	"1134598.125"	"1462658.375"	"719613.25"	"1169796.625"	"1048207.125"	"823008.375"	"626250"	"682955.5"	"268428.03125"	"595775.375"	"411475.59375"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-8806883789730593088"	"High"	"IsMasterProtein"	"D6RA82"	"Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1"	"0.006"	"False"	"3.210"	"3"	"1"	"0"	"1"	"2.39"	"0"	"1.855"	"0.89"	"0.210818951416048"	"6.22"	"1.586"	"1.925"	"1.848"	"1.861"	"1.940"	"1.701"	"0.67"	"0.95"	"0.89"	"0.90"	"0.96"	"0.77"	"72.6"	"127.4"	"76.0"	"64.3"	"65.6"	"72.3"	"72.6"	"77.0"	"120.6"	"123.7"	"121.3"	"134.6"	"140.9"	"131.0"	"76.0"	"64.3"	"65.6"	"72.3"	"72.6"	"77.0"	"120.6"	"123.7"	"121.3"	"134.6"	"140.9"	"131.0"	"794929.740373686"	"671789.162711224"	"686251.359068675"	"756133.72916373"	"759299"	"804966.568444056"	"1260762.21815113"	"1293342.17169078"	"1268084.73722087"	"1407485.4205748"	"1472831.15372964"	"1369596.81187182"	"758373.375"	"552208.5"	"550286.125"	"590948.25"	"759299"	"578794.4375"	"1085436.375"	"965101.4375"	"917417.375"	"993764.125"	"1310710.875"	"891233.6875"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"
"-7796497637363614998"	"High"	"IsMasterProtein"	"A0A3B3IUC4"	"Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1"	"0.006"	"False"	"3.199"	"6"	"1"	"0"	"1"	"0.00"	"0"	"0.100"	"-3.32"	"8.84552008238929E-17"	"0.00"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"200.0"	""	"261.1"	"237.3"	"231.3"	"174.0"	"91.6"	"204.6"	""	""	""	""	""	""	"261.1"	"237.3"	"231.3"	"174.0"	"91.6"	"204.6"	""	""	""	""	""	""	"172148.238042679"	"156453.048171045"	"152506.63986458"	"114714.080811021"	"60376.75"	"134885.599574944"	""	""	""	""	""	""	"164231.671875"	""	""	""	"60376.75"	"96986.6796875"	""	""	""	""	""	""	"High"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-5714839518332735956"	"High"	"IsMasterProtein"	"M0QZD8"	"Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC400499 PE=4 SV=3"	"0.006"	"False"	"3.186"	"1"	"1"	"1"	"1"	"0.00"	"0"	"0.287"	"-1.80"	"0.00200549541074414"	"25.42"	"0.291"	"0.282"	"0.405"	"0.224"	"0.306"	"0.210"	"-1.78"	"-1.82"	"-1.30"	"-2.16"	"-1.71"	"-2.25"	"154.5"	"45.5"	"143.3"	"154.1"	"119.8"	"198.9"	"144.1"	"179.5"	"41.7"	"43.5"	"48.5"	"44.6"	"44.2"	"37.7"	"143.3"	"154.1"	"119.8"	"198.9"	"144.1"	"179.5"	"41.7"	"43.5"	"48.5"	"44.6"	"44.2"	"37.7"	"1755349.2835272"	"1887367.36026583"	"1466682.81921083"	"2436106.43858122"	"1764793.8125"	"2197565.94383375"	"510452.261921347"	"533141.750367756"	"593867.156456426"	"546290.616539158"	"540848.400034594"	"462053.570777362"	"1674626.1875"	"1551409.8125"	"1176092.6875"	"1903913"	"1764793.8125"	"1580114"	""	""	"429643.25"	"385712"	""	""	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"1"
"-9128866451896996333"	"High"	"IsMasterProtein"	"H0YGR4"	"Oligoribonuclease, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=1"	"0.006"	"False"	"3.181"	"9"	"1"	"0"	"1"	"2.07"	"0"	"0.783"	"-0.35"	"0.947758752411916"	"4.66"	"1.011"	"0.784"	"0.818"	"0.768"	"0.587"	"0.783"	"0.02"	"-0.35"	"-0.29"	"-0.38"	"-0.77"	"-0.35"	"112.8"	"87.2"	"119.7"	"126.4"	"95.5"	"82.0"	"152.1"	"97.5"	"121.0"	"99.1"	"78.1"	"62.9"	"89.3"	"76.3"	"119.7"	"126.4"	"95.5"	"82.0"	"152.1"	"97.5"	"121.0"	"99.1"	"78.1"	"62.9"	"89.3"	"76.3"	"136619.481755693"	"144228.19942498"	"108995.949207085"	"93532.2807268398"	"173534.40625"	"111184.500731908"	"138056.056066213"	"113091.230684375"	"89152.015465964"	"71787.9671338883"	"101916.13527134"	"87017.6499281803"	"130336.7734375"	"118555.109375"	"87400.859375"	"73099.15625"	"173534.40625"	"79944.8984375"	"118857.515625"	"84389.5078125"	"64498.53515625"	"50686.35546875"	"90697.828125"	"56624.73828125"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-2626637705957709160"	"High"	"IsMasterProtein"	"Q5TCZ7"	"Copper homeostasis protein cutC homolog (Fragment) OS=Homo sapiens OX=9606 GN=CUTC PE=1 SV=1"	"0.006"	"False"	"3.177"	"15"	"1"	"0"	"1"	"0.00"	"0"	"0.100"	"-3.32"	"8.84552008238929E-17"	"0.00"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"200.0"	""	"161.0"	"177.2"	"189.7"	"91.6"	"241.9"	"338.7"	""	""	""	""	""	""	"161.0"	"177.2"	"189.7"	"91.6"	"241.9"	"338.7"	""	""	""	""	""	""	"29164.7393191046"	"32110.7950282392"	"34366.767980133"	"16593.1085644483"	"43834.98046875"	"61363.4707809536"	""	""	""	""	""	""	"27823.54296875"	"26394.96875"	""	"12968.1669921875"	"43834.98046875"	"44122.125"	""	""	""	""	""	""	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"7346476942521402077"	"High"	"IsMasterProtein"	"Q9BUT9"	"MAPK regulated corepressor interacting protein 2 OS=Homo sapiens OX=9606 GN=MCRIP2 PE=1 SV=2"	"0.006"	"False"	"3.168"	"13"	"1"	"1"	"1"	"0.00"	"0"	"10.000"	"3.32"	"8.84552008238929E-17"	"0.00"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	""	"200.0"	""	""	""	""	""	""	"264.7"	"199.1"	"196.0"	"112.2"	"242.0"	"186.0"	""	""	""	""	""	""	"264.7"	"199.1"	"196.0"	"112.2"	"242.0"	"186.0"	""	""	""	""	""	""	"193641.393560087"	"145650.629123034"	"143347.569739904"	"82096.1132672586"	"176996.585806739"	"136049.012212257"	""	""	""	""	""	""	"166712.96875"	"108685.5703125"	"103707.2265625"	"57964.48828125"	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"1"
"-888778230352659976"	"High"	"IsMasterProtein"	"O14908"	"PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2"	"0.006"	"False"	"3.162"	"7"	"1"	"0"	"1"	"2.19"	"0"	"10.000"	"3.32"	"8.84552008238929E-17"	"0.00"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	""	"200.0"	""	""	""	""	""	""	"201.4"	"120.4"	"154.3"	"232.7"	"228.2"	"263.0"	""	""	""	""	""	""	"201.4"	"120.4"	"154.3"	"232.7"	"228.2"	"263.0"	""	""	""	""	""	""	"183863.818711019"	"109932.088667255"	"140846.285192912"	"212479.874070616"	"208298.613190737"	"240080.524703738"	""	""	""	""	""	""	""	"82032.1328125"	""	""	""	"156226.890625"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Peak Found"	"1"
"3633735477372198459"	"High"	"IsMasterProtein"	"O14925"	"Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens OX=9606 GN=TIMM23 PE=1 SV=1"	"0.006"	"False"	"3.159"	"11"	"1"	"1"	"1"	"0.00"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-5831318780158998432"	"High"	"IsMasterProtein"	"Q9H0C8"	"Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Homo sapiens OX=9606 GN=ILKAP PE=1 SV=1"	"0.006"	"False"	"3.158"	"6"	"1"	"0"	"1"	"0.00"	"0"	"0.995"	"-0.01"	"0.930630127366305"	"33.58"	"1.417"	"1.073"	"1.178"	"0.514"	"0.595"	"0.923"	"0.50"	"0.10"	"0.24"	"-0.96"	"-0.75"	"-0.12"	"105.8"	"94.2"	"155.3"	"74.3"	"62.5"	"45.6"	"147.9"	"119.3"	"220.1"	"79.7"	"73.7"	"23.4"	"88.0"	"110.1"	"155.3"	"74.3"	"62.5"	"45.6"	"147.9"	"119.3"	"220.1"	"79.7"	"73.7"	"23.4"	"88.0"	"110.1"	"35741.6644644719"	"17094.2669240866"	"14385.387200513"	"10491.2128311325"	"34023.625"	"27447.8067588875"	"50650.5276054536"	"18343.4700625195"	"16951.6564469303"	"5394.33057969138"	"20259.1810265323"	"25339.4869144942"	"34098.015625"	"14051.431640625"	"11535.2470703125"	""	"34023.625"	""	"43606.89453125"	"13688.0322265625"	"12263.962890625"	""	"18029.173828125"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"1"
