"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio F1 Light  F1 Heavy"	"Abundance Ratio F2 Light  F2 Heavy"	"Abundance Ratio F3 Light  F3 Heavy"	"Abundance Ratio F4 Light  F4 Heavy"	"Abundance Ratio F5 Light  F5 Heavy"	"Abundance Ratio F6 Light  F6 Heavy"	"Abundance Ratio Adj P-Value F1 Light  F1 Heavy"	"Abundance Ratio Adj P-Value F2 Light  F2 Heavy"	"Abundance Ratio Adj P-Value F3 Light  F3 Heavy"	"Abundance Ratio Adj P-Value F4 Light  F4 Heavy"	"Abundance Ratio Adj P-Value F5 Light  F5 Heavy"	"Abundance Ratio Adj P-Value F6 Light  F6 Heavy"	"Abundance Ratio Variability in Percent F1 Light  F1 Heavy"	"Abundance Ratio Variability in Percent F2 Light  F2 Heavy"	"Abundance Ratio Variability in Percent F3 Light  F3 Heavy"	"Abundance Ratio Variability in Percent F4 Light  F4 Heavy"	"Abundance Ratio Variability in Percent F5 Light  F5 Heavy"	"Abundance Ratio Variability in Percent F6 Light  F6 Heavy"	"Abundances Grouped F1 Light"	"Abundances Grouped F1 Heavy"	"Abundances Grouped F2 Light"	"Abundances Grouped F2 Heavy"	"Abundances Grouped F3 Light"	"Abundances Grouped F3 Heavy"	"Abundances Grouped F4 Light"	"Abundances Grouped F4 Heavy"	"Abundances Grouped F5 Light"	"Abundances Grouped F5 Heavy"	"Abundances Grouped F6 Light"	"Abundances Grouped F6 Heavy"	"Abundances by Bio Rep F1 Light1"	"Abundances by Bio Rep F1 Heavy1"	"Abundances by Bio Rep F2 Light2"	"Abundances by Bio Rep F2 Heavy2"	"Abundances by Bio Rep F3 Light3"	"Abundances by Bio Rep F3 Heavy3"	"Abundances by Bio Rep F4 Light4"	"Abundances by Bio Rep F4 Heavy4"	"Abundances by Bio Rep F5 Light5"	"Abundances by Bio Rep F5 Heavy5"	"Abundances by Bio Rep F6 Light6"	"Abundances by Bio Rep F6 Heavy6"	"Abundances Scaled F1 Light Sample 1"	"Abundances Scaled F1 Heavy Control 1"	"Abundances Scaled F2 Light Sample 2"	"Abundances Scaled F2 Heavy Control 2"	"Abundances Scaled F3 Light Sample 3"	"Abundances Scaled F3 Heavy Control 3"	"Abundances Scaled F4 Light Sample 4"	"Abundances Scaled F4 Heavy Control 4"	"Abundances Scaled F5 Light Sample 5"	"Abundances Scaled F5 Heavy Control 5"	"Abundances Scaled F6 Light Sample 6"	"Abundances Scaled F6 Heavy Control 6"	"Abundances Normalized F1 Light Sample 1"	"Abundances Normalized F1 Heavy Control 1"	"Abundances Normalized F2 Light Sample 2"	"Abundances Normalized F2 Heavy Control 2"	"Abundances Normalized F3 Light Sample 3"	"Abundances Normalized F3 Heavy Control 3"	"Abundances Normalized F4 Light Sample 4"	"Abundances Normalized F4 Heavy Control 4"	"Abundances Normalized F5 Light Sample 5"	"Abundances Normalized F5 Heavy Control 5"	"Abundances Normalized F6 Light Sample 6"	"Abundances Normalized F6 Heavy Control 6"	"Abundance F1 Light Sample 1"	"Abundance F1 Heavy Control 1"	"Abundance F2 Light Sample 2"	"Abundance F2 Heavy Control 2"	"Abundance F3 Light Sample 3"	"Abundance F3 Heavy Control 3"	"Abundance F4 Light Sample 4"	"Abundance F4 Heavy Control 4"	"Abundance F5 Light Sample 5"	"Abundance F5 Heavy Control 5"	"Abundance F6 Light Sample 6"	"Abundance F6 Heavy Control 6"	"Found in Sample in S1 F1 Light Sample 1"	"Found in Sample in S7 F1 Heavy Control 1"	"Found in Sample in S2 F2 Light Sample 2"	"Found in Sample in S8 F2 Heavy Control 2"	"Found in Sample in S3 F3 Light Sample 3"	"Found in Sample in S9 F3 Heavy Control 3"	"Found in Sample in S4 F4 Light Sample 4"	"Found in Sample in S10 F4 Heavy Control 4"	"Found in Sample in S5 F5 Light Sample 5"	"Found in Sample in S11 F5 Heavy Control 5"	"Found in Sample in S6 F6 Light Sample 6"	"Found in Sample in S12 F6 Heavy Control 6"	"Number of Protein Groups"	"Modifications"
"1909433531537133344"	"False"	"High"	"IsMasterProtein"	"O14967"	"Calmegin OS=Homo sapiens OX=9606 GN=CLGN PE=1 SV=1"	"0.002"	"False"	"4.547"	"4"	"2"	"9"	"1"	"610"	"70.0"	"4.69"	"9.61"	"2"	"0"	"0.010"	"0.010"	"0.010"	"0.010"	"0.010"	"0.010"	"7.66693100713719E-17"	"7.55692307692308E-17"	"8.20016542597188E-17"	"7.88019169329074E-17"	"7.78790259230165E-17"	"7.95607028753994E-17"	""	""	""	""	""	""	""	"225.8"	""	"247.6"	""	"192.1"	""	"148.5"	""	"199.4"	""	"186.5"	""	"225.8"	""	"247.6"	""	"192.1"	""	"148.5"	""	"199.4"	""	"186.5"	""	"225.8"	""	"247.6"	""	"192.1"	""	"148.5"	""	"199.4"	""	"186.5"	""	"3558031.76280564"	""	"3901402.59811329"	""	"3027040.34107631"	""	"2338935.75"	""	"3142100.38717747"	""	"2937623.84203146"	""	"2952349.5"	""	"3325297.5"	""	"2847106.75"	""	"2338935.75"	""	"3092926.5"	""	"2914788.5"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"1"	""
"-3338411764392514561"	"False"	"High"	"IsMasterProtein"	"P45954"	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1"	"0.002"	"False"	"4.546"	"5"	"1"	"7"	"1"	"432"	"47.5"	"6.99"	"0.00"	"1"	"0"	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	"7.66693100713719E-17"	"7.55692307692308E-17"	"8.20016542597188E-17"	"7.88019169329074E-17"	"7.78790259230165E-17"	"7.95607028753994E-17"	""	""	""	""	""	""	"115.1"	""	"191.0"	""	"162.2"	""	"189.9"	""	"286.1"	""	"255.7"	""	"115.1"	""	"191.0"	""	"162.2"	""	"189.9"	""	"286.1"	""	"255.7"	""	"115.1"	""	"191.0"	""	"162.2"	""	"189.9"	""	"286.1"	""	"255.7"	""	"71409.9675165079"	""	"118555.435009082"	""	"100649.656900835"	""	"117857.89793591"	""	"177588.164093666"	""	"158677.257096678"	""	"50783.28515625"	""	"86864.625"	""	"80702.9765625"	""	"100829.375"	""	"149485.84375"	""	"134932.25"	""	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"1"	""
"-5054779756605034247"	"False"	"High"	"IsMasterProtein"	"C9J4E3"	"Lipoma-preferred partner (Fragment) OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1"	"0.002"	"False"	"4.541"	"8"	"1"	"3"	"1"	"151"	"16.0"	"5.85"	"8.69"	"1"	"0"	"0.627"	"0.626"	"0.674"	"0.693"	"0.602"	"0.797"	"0.465587907423848"	"0.552962450366083"	"0.699082567335369"	"0.65926704243132"	"0.449625206105814"	"0.802057530075475"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"87.5"	"139.4"	"76.0"	"121.5"	"83.6"	"124.0"	"68.7"	"99.2"	"71.1"	"118.2"	"93.4"	"117.2"	"87.5"	"139.4"	"76.0"	"121.5"	"83.6"	"124.0"	"68.7"	"99.2"	"71.1"	"118.2"	"93.4"	"117.2"	"87.5"	"139.4"	"76.0"	"121.5"	"83.6"	"124.0"	"68.7"	"99.2"	"71.1"	"118.2"	"93.4"	"117.2"	"468283.449098547"	"746305.30290385"	"406785.794623599"	"650260.751083583"	"447722.183033901"	"663926.354710416"	"367966.315298463"	"531076.75"	"380751.408416147"	"632933.093662599"	"499933.068026127"	"627617.160335791"	"333020.34375"	"619262.0625"	"298048.71875"	"554239.25"	"358992.90625"	"624461.1875"	"314801.25"	"531076.75"	"320499.65625"	"623027.6875"	"425121.375"	"622738.4375"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"-5841636671217917151"	"False"	"High"	"IsMasterProtein"	"Q5JTJ3"	"Cytochrome c oxidase assembly factor 6 homolog OS=Homo sapiens OX=9606 GN=COA6 PE=1 SV=1"	"0.002"	"False"	"4.528"	"10"	"1"	"1"	"1"	"125"	"14.1"	"8.25"	"2.87"	"1"	"0"	"1.332"	"1.269"	"1.010"	"1.336"	"1.104"	"1.303"	"0.881616675973052"	"0.93018496663518"	"0.984865347154013"	"0.895918277527599"	"0.997647179853857"	"0.902025624052571"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"94.7"	"71.1"	"73.2"	"57.7"	"106.3"	"105.2"	"93.5"	"70.0"	"154.0"	"139.5"	"132.9"	"102.0"	"94.7"	"71.1"	"73.2"	"57.7"	"106.3"	"105.2"	"93.5"	"70.0"	"154.0"	"139.5"	"132.9"	"102.0"	"94.7"	"71.1"	"73.2"	"57.7"	"106.3"	"105.2"	"93.5"	"70.0"	"154.0"	"139.5"	"132.9"	"102.0"	"1275643.95725768"	"957820.360413562"	"985719.884137"	"776692.210303366"	"1431900.4241772"	"1417671.60702068"	"1258830.50099788"	"942324.9375"	"2074443.85674638"	"1878948.30054199"	"1789788.8745225"	"1373923.06140994"	"907175.75"	"794771"	"722229.125"	"662001.0625"	"1148127.375"	"1333402.25"	"1076950.25"	"942324.9375"	"1746174.875"	"1849542.75"	"1521958.75"	"1363243"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-8882666347281850930"	"False"	"High"	"IsMasterProtein"	"P48739"	"Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2"	"0.002"	"False"	"4.515"	"8"	"1"	"1"	"1"	"271"	"31.5"	"6.87"	"2.87"	"1"	"0"	"2.990"	"0.010"	"100.000"	"2.053"	"100.000"	"1.855"	"0.0413864225238222"	"7.55692307692308E-17"	"8.20016542597188E-17"	"0.37561651943094"	"7.78790259230165E-17"	"0.475411045217245"	"0.00"	""	""	"0.00"	""	"0.00"	"162.5"	"54.3"	""	"59.2"	"216.4"	""	"201.4"	"98.1"	"182.9"	""	"146.3"	"78.9"	"162.5"	"54.3"	""	"59.2"	"216.4"	""	"201.4"	"98.1"	"182.9"	""	"146.3"	"78.9"	"162.5"	"54.3"	""	"59.2"	"216.4"	""	"201.4"	"98.1"	"182.9"	""	"146.3"	"78.9"	"1399810.93911515"	"468140.522039328"	""	"510307.191645579"	"1864443.51976709"	""	"1735773.09114147"	"845666"	"1575970.08246918"	""	"1260156.20690257"	"679432.945457203"	"995477.25"	"388449.15625"	""	"434952.09375"	"1494949.375"	""	"1484982.5"	"845666"	"1326581.75"	""	"1071582.125"	"674151.4375"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"5703781762481200822"	"False"	"High"	"IsMasterProtein"	"Q04941"	"Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1"	"0.002"	"False"	"4.484"	"9"	"1"	"6"	"1"	"152"	"16.7"	"7.24"	"15.71"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-4248327362388458191"	"False"	"High"	"IsMasterProtein"	"C9JFA7"	"Glycerol-3-phosphate dehydrogenase 1-like protein (Fragment) OS=Homo sapiens OX=9606 GN=GPD1L PE=1 SV=1"	"0.002"	"False"	"4.481"	"9"	"1"	"1"	"1"	"144"	"16.0"	"5.17"	"0.00"	"1"	"0"	"0.010"	"0.010"	"0.010"	"0.010"	"0.010"	"0.010"	"7.66693100713719E-17"	"7.55692307692308E-17"	"8.20016542597188E-17"	"7.88019169329074E-17"	"7.78790259230165E-17"	"7.95607028753994E-17"	""	""	""	""	""	""	""	"209.2"	""	"198.1"	""	"208.1"	""	"214.9"	""	"189.7"	""	"179.9"	""	"209.2"	""	"198.1"	""	"208.1"	""	"214.9"	""	"189.7"	""	"179.9"	""	"209.2"	""	"198.1"	""	"208.1"	""	"214.9"	""	"189.7"	""	"179.9"	""	"1572749.33891614"	""	"1489245.23389226"	""	"1564076.60015521"	""	"1615415.625"	""	"1426260.61087656"	""	"1352576.12299638"	""	"1305020.875"	""	"1269334.125"	""	"1471104.625"	""	"1615415.625"	""	"1403939.625"	""	"1342062"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"1"	""
"-9009638005754181974"	"False"	"High"	"IsMasterProtein"	"F8VSC5"	"SCY1-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1"	"0.002"	"False"	"4.472"	"3"	"1"	"7"	"1"	"681"	"77.0"	"7.05"	"0.00"	"1"	"0"	"100.000"	""	""	"100.000"	""	""	"7.66693100713719E-17"	""	""	"7.88019169329074E-17"	""	""	""	""	""	""	""	""	"280.0"	""	""	""	""	""	"920.0"	""	""	""	""	""	"280.0"	""	""	""	""	""	"920.0"	""	""	""	""	""	"280.0"	""	""	""	""	""	"920.0"	""	""	""	""	""	"41579.6518402907"	""	""	""	""	""	"136622.923830524"	""	""	""	""	""	"29569.419921875"	""	""	""	""	""	"116883.1640625"	""	""	""	""	""	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"-203379576220599078"	"False"	"High"	"IsMasterProtein"	"Q13158"	"FAS-associated death domain protein OS=Homo sapiens OX=9606 GN=FADD PE=1 SV=1"	"0.002"	"False"	"4.470"	"12"	"1"	"3"	"1"	"208"	"23.3"	"5.69"	"0.00"	"1"	"0"	"1.417"	"100.000"	"100.000"	"2.878"	"100.000"	""	"0.91808288442295"	"7.55692307692308E-17"	"8.20016542597188E-17"	"0.0868289550922782"	"7.78790259230165E-17"	""	"0.00"	""	""	"0.00"	""	""	"165.9"	"117.1"	"116.4"	""	"139.1"	""	"365.6"	"127.0"	"168.8"	""	""	""	"165.9"	"117.1"	"116.4"	""	"139.1"	""	"365.6"	"127.0"	"168.8"	""	""	""	"165.9"	"117.1"	"116.4"	""	"139.1"	""	"365.6"	"127.0"	"168.8"	""	""	""	"42209.6506431717"	"29798.1496282674"	"29603.133264101"	""	"35395.565509015"	""	"93007.7686924315"	"32321.193359375"	"42943.7355440948"	""	""	""	"30017.4443359375"	"24725.623046875"	"21689.98046875"	""	"28380.896484375"	""	"79569.6796875"	"32321.193359375"	"36148.1328125"	""	""	""	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	"Acetyl [N-Term]"
"3491083928038066110"	"False"	"High"	"IsMasterProtein"	"Q9NZM5"	"Ribosome biogenesis protein NOP53 OS=Homo sapiens OX=9606 GN=NOP53 PE=1 SV=2"	"0.002"	"False"	"4.466"	"4"	"1"	"1"	"1"	"478"	"54.4"	"10.32"	"2.52"	"1"	"0"	""	"100.000"	"100.000"	""	"100.000"	"100.000"	""	"7.55692307692308E-17"	"8.20016542597188E-17"	""	"7.78790259230165E-17"	"7.95607028753994E-17"	""	""	""	""	""	""	""	""	"232.5"	""	"244.5"	""	""	""	"312.3"	""	"410.8"	""	""	""	"232.5"	""	"244.5"	""	""	""	"312.3"	""	"410.8"	""	""	""	"232.5"	""	"244.5"	""	""	""	"312.3"	""	"410.8"	""	""	""	"261602.230257731"	""	"275112.088511293"	""	""	""	"351427.021685661"	""	"462315.209325706"	""	""	""	"191673.875"	""	"220590.5625"	""	""	""	"295815.6875"	""	"393132.78125"	""	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"1"	""
"3153714913884480543"	"False"	"High"	"IsMasterProtein"	"Q8TAE8"	"Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1"	"0.002"	"False"	"4.462"	"14"	"2"	"2"	"2"	"222"	"25.4"	"10.02"	"2.37"	"2"	"0"	"0.875"	"0.901"	"0.740"	"0.904"	"0.933"	"0.802"	"0.913750394793311"	"0.911956123960845"	"0.782145929227589"	"0.903105813231648"	"0.926747792233173"	"0.803704882771666"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"96.7"	"110.4"	"97.8"	"108.6"	"73.1"	"98.8"	"68.7"	"76.1"	"120.5"	"129.1"	"98.0"	"122.2"	"96.7"	"110.4"	"97.8"	"108.6"	"73.1"	"98.8"	"68.7"	"76.1"	"120.5"	"129.1"	"98.0"	"122.2"	"96.7"	"110.4"	"97.8"	"108.6"	"73.1"	"98.8"	"68.7"	"76.1"	"120.5"	"129.1"	"98.0"	"122.2"	"944720.754758685"	"1079196.10233003"	"955772.360579019"	"1060992.26745873"	"714800.562895922"	"965533.114546891"	"671597.225340347"	"743265.5625"	"1177878.02010845"	"1261799.29036694"	"957635.690311742"	"1193741.94045029"	"671839.3125"	"895485"	"700286.8125"	"904319.625"	"573141.875"	"908139.8125"	"574562.5"	"743265.5625"	"991485.5"	"1242052.125"	"814331.8125"	"1184462.5"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"3054301169647989032"	"False"	"High"	"IsMasterProtein"	"H0Y7D7"	"Cyclic AMP-dependent transcription factor ATF-6 beta OS=Homo sapiens OX=9606 GN=ATF6B PE=1 SV=2"	"0.002"	"False"	"4.456"	"2"	"1"	"1"	"1"	"627"	"68.3"	"5.83"	"2.37"	"1"	"0"	"1.140"	"1.451"	"1.568"	"1.648"	"1.695"	"2.142"	"0.996174640581434"	"0.894177948007749"	"0.867301972217332"	"0.759061459223187"	"0.747204029741787"	"0.440712310809937"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"91.7"	"80.4"	"110.5"	"76.1"	"124.3"	"79.2"	"129.0"	"78.3"	"125.9"	"74.3"	"157.1"	"73.3"	"91.7"	"80.4"	"110.5"	"76.1"	"124.3"	"79.2"	"129.0"	"78.3"	"125.9"	"74.3"	"157.1"	"73.3"	"91.7"	"80.4"	"110.5"	"76.1"	"124.3"	"79.2"	"129.0"	"78.3"	"125.9"	"74.3"	"157.1"	"73.3"	"18719.7696283123"	"16419.046499095"	"22556.4446621683"	"15541.1876002451"	"25379.7004754092"	"16181.8725336001"	"26341.7400694563"	"15984.189453125"	"25707.4532979194"	"15167.3098837347"	"32082.7887047711"	"14979.3005322802"	"13312.5869140625"	"13624.0390625"	"16526.927734375"	"13246.2802734375"	"20349.96875"	"15219.98828125"	"22535.79296875"	"15984.189453125"	"21639.39453125"	"14929.94140625"	"27281.810546875"	"14862.8603515625"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"-5019728657981318534"	"False"	"High"	"IsMasterProtein"	"V9GYM8"	"Guanine nucleotide exchange factor H1 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=1"	"0.002"	"False"	"4.437"	"4"	"2"	"2"	"2"	"1031"	"116.0"	"7.37"	"2.29"	"2"	"0"	"1.376"	"1.267"	"1.223"	"1.346"	"1.726"	"1.224"	"0.89927119569381"	"0.934715403743649"	"0.964398691394153"	"0.88333009015633"	"0.705101618194169"	"0.963566942256818"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"102.8"	"74.7"	"69.5"	"120.0"	"116.7"	"95.4"	"149.0"	"110.7"	"95.2"	"55.1"	"116.1"	"94.9"	"102.8"	"74.7"	"69.5"	"120.0"	"116.7"	"95.4"	"149.0"	"110.7"	"95.2"	"55.1"	"116.1"	"94.9"	"102.8"	"74.7"	"69.5"	"120.0"	"116.7"	"95.4"	"149.0"	"110.7"	"95.2"	"55.1"	"116.1"	"94.9"	"246348.648432634"	"178982.77199123"	"166488.686618612"	"287616.44764287"	"279603.858092467"	"228662.155416295"	"357166.150868265"	"265351.4375"	"228077.373403655"	"132158.84916741"	"278346.429880645"	"227351.404084184"	"175191.140625"	"148514.609375"	"121984.9375"	"245145.234375"	"224192.15625"	"215070"	"305561.53125"	"265351.4375"	"191985.421875"	"130090.5625"	"236693.71875"	"225584.109375"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-6918851076996399306"	"False"	"High"	"IsMasterProtein"	"A0A0U1RRK1"	"Calcium uptake protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MICU1 PE=1 SV=1"	"0.002"	"False"	"4.421"	"4"	"1"	"1"	"1"	"480"	"54.9"	"8.27"	"2.06"	"1"	"0"	""	""	""	"100.000"	""	"100.000"	""	""	""	"7.88019169329074E-17"	""	"7.95607028753994E-17"	""	""	""	""	""	""	""	""	""	""	""	""	"533.9"	""	""	""	"666.1"	""	""	""	""	""	""	""	"533.9"	""	""	""	"666.1"	""	""	""	""	""	""	""	"533.9"	""	""	""	"666.1"	""	""	""	""	""	""	""	"933049.521083885"	""	""	""	"1164218.73288482"	""	""	""	""	""	""	""	"798239.25"	""	""	""	"990001.0625"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"-4887438287931190959"	"False"	"High"	"IsMasterProtein"	"Q8IZX4"	"Transcription initiation factor TFIID subunit 1-like OS=Homo sapiens OX=9606 GN=TAF1L PE=1 SV=1"	"0.002"	"False"	"4.411"	"1"	"1"	"2"	"1"	"1826"	"207.2"	"5.40"	"0.00"	"1"	"0"	"100.000"	"100.000"	"100.000"	""	""	""	"7.66693100713719E-17"	"7.55692307692308E-17"	"8.20016542597188E-17"	""	""	""	""	""	""	""	""	""	"407.6"	""	"399.1"	""	"393.3"	""	""	""	""	""	""	""	"407.6"	""	"399.1"	""	"393.3"	""	""	""	""	""	""	""	"407.6"	""	"399.1"	""	"393.3"	""	""	""	""	""	""	""	"74760.4053963646"	""	"73194.2692694987"	""	"72137.0717612866"	""	""	""	""	""	""	""	"53165.953125"	""	"53628.859375"	""	"57840.99609375"	""	""	""	""	""	""	""	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-6337407282914386903"	"False"	"High"	"IsMasterProtein"	"P48960"	"Adhesion G protein-coupled receptor E5 OS=Homo sapiens OX=9606 GN=ADGRE5 PE=1 SV=4"	"0.002"	"False"	"4.409"	"2"	"1"	"1"	"1"	"835"	"91.8"	"6.87"	"0.00"	"1"	"0"	"0.676"	"0.409"	"0.596"	"100.000"	"0.458"	""	"0.600322963663454"	"0.106723494363046"	"0.518297703802308"	"7.88019169329074E-17"	"0.126398199522988"	""	"0.00"	"0.00"	"0.00"	""	"0.00"	""	"107.4"	"158.9"	"77.0"	"188.1"	"99.0"	"166.1"	"152.4"	""	"78.9"	"172.2"	""	""	"107.4"	"158.9"	"77.0"	"188.1"	"99.0"	"166.1"	"152.4"	""	"78.9"	"172.2"	""	""	"107.4"	"158.9"	"77.0"	"188.1"	"99.0"	"166.1"	"152.4"	""	"78.9"	"172.2"	""	""	"178793.110148291"	"264661.384601375"	"128235.650816345"	"313228.935759257"	"164905.26629616"	"276570.090494234"	"253852.701566954"	""	"131475.456720291"	"286867.66797537"	""	""	"127148.9375"	"219608.1875"	"93957.2421875"	"266975.625"	"132224.453125"	"260130.1875"	"217175.171875"	""	"110670.2109375"	"282378.1875"	""	""	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-2033172296880987561"	"False"	"High"	"IsMasterProtein"	"P12259"	"Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=4"	"0.002"	"False"	"4.400"	"1"	"2"	"3"	"2"	"2224"	"251.5"	"6.05"	"1.95"	"2"	"0"	"0.919"	"0.646"	"0.713"	"0.729"	"0.646"	"0.725"	"0.928627036994927"	"0.418995139397689"	"0.711226726437249"	"0.713310041183673"	"0.404557986363969"	"0.655250357382392"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"90.2"	"97.2"	"84.3"	"128.8"	"83.7"	"116.0"	"79.5"	"108.0"	"86.5"	"132.2"	"82.0"	"111.7"	"90.2"	"97.2"	"84.3"	"128.8"	"83.7"	"116.0"	"79.5"	"108.0"	"86.5"	"132.2"	"82.0"	"111.7"	"90.2"	"97.2"	"84.3"	"128.8"	"83.7"	"116.0"	"79.5"	"108.0"	"86.5"	"132.2"	"82.0"	"111.7"	"2052281.20937617"	"2210065.98588268"	"1916733.91362392"	"2930423.91503505"	"1904993.59947777"	"2637736.56254766"	"1808778.80365554"	"2455804.5"	"1968391.70020333"	"3006306.71551944"	"1864622.8578806"	"2541679.25409947"	"1459482.27539063"	"1833847.375"	"1404375.70507813"	"2497699.5"	"1527463.26757813"	"2480944"	"1547440.09082031"	"2455804.5"	"1656904.87109375"	"2959258"	"1585594.3203125"	"2521921.75"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
